id;name;longitude;latitude;type;subtype
7227;725 LIBERTAD;-58,383916;-34,600158;Parada Colectivo;
7228;2986 PATAGONES;-58,405013;-34,638471;Parada Colectivo;
7229;410 ACOSTA, MARIANO AV.;-58,477265;-34,63774;Parada Colectivo;
7230;4487 RAFAELA;-58,490094;-34,638515;Parada Colectivo;
7231;1150 MOREAU DE JUSTO, ALICIA AV.;-58,365981;-34,611056;Parada Colectivo;
7232;1150 MOREAU DE JUSTO, ALICIA AV.;-58,366236;-34,610888;Parada Colectivo;
7233;659 LA PLATA AV.;-58,427985;-34,622947;Parada Colectivo;
7234;3267 MANSILLA, LUCIO NORBERTO, GENERAL;-58,411827;-34,592867;Parada Colectivo;
7235;3487 BALBIN, RICARDO, DR. AV.;-58,478927;-34,556754;Parada Colectivo;
7236;4613 DELLEPIANE, LUIS, TTE. GRAL.;-58,4731595;-34,662691;Parada Colectivo;
7237;RIVADAVIA AV. 8671;-58,486099;-34,634515;Parada Colectivo;
7238;CARHUE 1318;-58,520117;-34,652777;Parada Colectivo;
7239;MOREAU DE JUSTO, ALICIA AV. 1800;-58,36541;-34,620151;Parada Colectivo;
7240;SOLANO LOPEZ, F., MARISCAL 3279;-58,500737;-34,596382;Parada Colectivo;
7241;328 CHORROARIN AV.;-58,476995;-34,594418;Parada Colectivo;
7242;682 SANTA FE AV.;-58,376707;-34,595964;Parada Colectivo;
7243;AVELLANEDA AV. 2820;-58,47051;-34,62612;Parada Colectivo;
7244;4561 OBLIGADO RAFAEL, AV.COSTANERA;-58,4154127;-34,5547777;Parada Colectivo;
7245;4551 OBLIGADO RAFAEL, AV.COSTANERA;-58,4152302;-34,5548442;Parada Colectivo;
7246;4015 OBLIGADO RAFAEL, AV.COSTANERA;-58,4106676;-34,5575322;Parada Colectivo;
7247;4009 OBLIGADO RAFAEL, AV.COSTANERA;-58,4104809;-34,557651;Parada Colectivo;
7248;4012 OBLIGADO RAFAEL, AV.COSTANERA;-58,4111005;-34,5579936;Parada Colectivo;
7249;4008 OBLIGADO RAFAEL, AV.COSTANERA;-58,4108883;-34,5581054;Parada Colectivo;
7250;6340 BERON DE ASTRADA;-58,466961;-34,691878;Parada Colectivo;
7251;5512 BEIRO, FRANCISCO AV.;-58,527356;-34,616067;Parada Colectivo;
7252;5522 BEIRO, FRANCISCO AV.;-58,527571;-34,615988;Parada Colectivo;
7253;5530 BEIRO, FRANCISCO AV.;-58,527522;-34,61615;Parada Colectivo;
7254;5171 BEIRO, FRANCISCO AV.;-58,523249;-34,612378;Parada Colectivo;
7255;5155 BEIRO, FRANCISCO AV.;-58,522813;-34,612273;Parada Colectivo;
7256;5139 BEIRO, FRANCISCO AV.;-58,522619;-34,612175;Parada Colectivo;
7257;5130 BEIRO, FRANCISCO AV.;-58,522423;-34,612436;Parada Colectivo;
7258;5140 BEIRO, FRANCISCO AV.;-58,522574;-34,612527;Parada Colectivo;
7259;1715 JULIETA LANTERI;-58,360783;-34,618532;Parada Colectivo;
7260;1341 PAINE AIME;-58,361462;-34,613224;Parada Colectivo;
7261;1430 PAINE AIME;-58,361263;-34,613573;Parada Colectivo;
7262;1581 PAINE AIME;-58,361204;-34,615851;Parada Colectivo;
7263;1600 PAINE AIME;-58,360958;-34,616239;Parada Colectivo;
7264;1750 DEFENSA;-58,370635;-34,628595;Parada Colectivo;
7265;2463 BALBIN, RICARDO, DR. AV.;-58,465753;-34,562401;Parada Colectivo;
7266;3691 CAMPANA;-58,500763;-34,596875;Parada Colectivo;
7267;1377 SUAREZ, JOSE LEON;-58,524948;-34,654145;Parada Colectivo;
7268;7210 PATRON;-58,52059;-34,652903;Parada Colectivo;
7269;HOLMBERG 4695;-58,491291;-34,549261;Parada Colectivo;
7270;2887 VALLESE, FELIPE;-58,472732;-34,62295;Parada Colectivo;
7271;3177 VALLESE, FELIPE;-58,476731;-34,623962;Parada Colectivo;
7272;693 TERRADA;-58,471127;-34,623872;Parada Colectivo;
7273;1453 JURAMENTO;-58,447414;-34,55608;Parada Colectivo;
7274;1734  JULIETA LANTERI;-58,359595;-34,618578;Parada Colectivo;
7275;1854 JULIETA LANTERI;-58,359402;-34,620176;Parada Colectivo;
7276;6751 OBLIGADO RAFAEL, AV.COSTANERA;-58,430824;-34,546549;Parada Colectivo;
7277;569 MORENO, JOSE MARIA AV.;-58,434707;-34,625375;Parada Colectivo;
7278;1672 NAZCA AV.;-58,479063;-34,614797;Parada Colectivo;
7279;4185 BAIGORRIA;-58,50318;-34,610533;Parada Colectivo;
7280;PAZ, GRAL. AV. 11118;-58,528564;-34,645147;Parada Colectivo;
7281;PAZ, GRAL. AV. 11108;-58,528629;-34,644616;Parada Colectivo;
7282;PAZ, GRAL. AV. 11130;-58,528719;-34,644577;Parada Colectivo;
7283;Abn Amro Bank N. V. Puerto Madero;-58,3641112679;-34,6019537802;bancos;
7284;American Express Bank Ltd S. A. Sucursal - Casa Central;-58,377186565;-34,5943014019;bancos;
7285;Banco B I Credistanstal S. A. Casa Matriz;-58,3691391935;-34,6014696133;bancos;
7286;Banco Bisel Sucursal - Buenos Aires;-58,3770421318;-34,6046538216;bancos;
7287;Banco Bradesco Argentina S. A. Sucursal - Casa Central;-58,3711876582;-34,6013556555;bancos;
7288;Banco Central De La Republica Argentina Sucursal - Casa Central;-58,3724058624;-34,6047642722;bancos;
7289;Banco Cetelem Argentina S. A. Sucursal - Casa Central;-58,3831069662;-34,5878159724;bancos;
7290;Banco Chubut Sucursal - Buenos Aires;-58,3709543319;-34,6046245837;bancos;
7291;Banco Ciudad  Sucursal N° 82;-58,4934517671;-34,6721040801;bancos;
7292;Banco Ciudad De Buenos Aires Anexo Suc. 22;-58,4018428837;-34,6096424839;bancos;
7293;Banco Ciudad De Buenos Aires Sucursal 26 - Belgrano;-58,4574646381;-34,5609473685;bancos;
7294;Banco Ciudad De Buenos Aires Centro Recaudador;-58,4576750917;-34,5626151132;bancos;
7295;Banco Ciudad De Buenos Aires Sucursal 27 - Devoto;-58,5062040402;-34,5932015289;bancos;
7296;Banco Ciudad De Buenos Aires Sucursal 33 - Caballito;-58,4367897835;-34,6174524318;bancos;
7297;Banco Ciudad De Buenos Aires Sucursal 36 - Mataderos;-58,5089576321;-34,6567166103;bancos;
7298;Banco Ciudad De Buenos Aires Anexo Suc. 02. Monserrat;-58,3804865569;-34,6120489772;bancos;
7299;Banco Ciudad De Buenos Aires Anexo Sucursal 17;-58,3915462492;-34,5913223245;bancos;
7300;Banco Ciudad De Buenos Aires Centro Recaudador;-58,3930769871;-34,5932653338;bancos;
7301;Banco Ciudad De Buenos Aires Sucursal 18 - Flores;-58,4630086033;-34,6290183016;bancos;
7302;Banco Ciudad De Buenos Aires Anexo Flores;-58,467324125;-34,630234848;bancos;
7303;Banco Ciudad De Buenos Aires Sucursal 37 - Pampa;-58,4549355124;-34,5652206455;bancos;
7304;Banco Ciudad De Buenos Aires Sucursal 38 - Abasto;-58,4094738249;-34,6039917442;bancos;
7305;Banco Ciudad De Buenos Aires Sucursal 39 - San Cristobal;-58,3906609622;-34,6136635739;bancos;
7306;Banco Ciudad De Buenos Aires Sucursal 43 - Villa Del Parque;-58,4930331722;-34,6036623478;bancos;
7307;Banco Ciudad De Buenos Aires Sucursal 52 - Plaza De Mayo;-58,3741735549;-34,6075238691;bancos;
7308;Banco Ciudad De Buenos Aires Sucursal 75 - Judicial;-58,3867597862;-34,6040912457;bancos;
7309;Banco Ciudad De Buenos Aires Sucursal 23 - Catalinas;-58,3723547181;-34,5957982043;bancos;
7310;Banco Ciudad De Buenos Aires Anexo Banco Central Rep. Arg.;-58,3724058624;-34,6047642722;bancos;
7311;Banco Ciudad De Buenos Aires Anexo Cancilleria;-58,3786024649;-34,5937470797;bancos;
7312;Banco Ciudad De Buenos Aires Anexo Sucursal 75;-58,38408074;-34,6062441624;bancos;
7313;Banco Ciudad De Buenos Aires Anexo C.G.P. Nº 3;-58,3787762748;-34,6415554106;bancos;
7314;Banco Ciudad De Buenos Aires Anexo C.G.P. Nº 8;-58,4553385721;-34,6847103848;bancos;
7315;Banco Ciudad De Buenos Aires Sucursal 29 - Cid Campeador;-58,4472849687;-34,607440058;bancos;
7316;Banco Ciudad De Buenos Aires Sucursal 19 - Villa Real;-58,5257147733;-34,6143689351;bancos;
7317;Banco Ciudad De Buenos Aires Sucursal 20 - Villa Urquiza;-58,485400765;-34,5750657864;bancos;
7318;Banco Ciudad De Buenos Aires Sucursal 30 - Villa Crespo;-58,4393817908;-34,5992057753;bancos;
7319;Banco Ciudad De Buenos Aires Anexo Sucursal 30;-58,4372557793;-34,6004682249;bancos;
7320;Banco Ciudad De Buenos Aires Sucursal 44 - Retiro;-58,371985037;-34,5884701062;bancos;
7321;Banco Ciudad De Buenos Aires Anexo Inmigrantes;-58,3705939839;-34,5858659179;bancos;
7322;Banco Ciudad De Buenos Aires Anexo Sucursal 05;-58,3871240622;-34,6040399794;bancos;
7323;Banco Ciudad De Buenos Aires Sucursal 07 Palermo Viejo;-58,4444045595;-34,5846767547;bancos;
7324;Banco Ciudad De Buenos Aires Sucursal 67 - Colegiales;-58,4437343578;-34,5706445145;bancos;
7325;Banco Ciudad De Buenos Aires Sucursal 22 - Once;-58,4014279259;-34,6097978955;bancos;
7326;Banco Ciudad De Buenos Aires Sucursal 53 - Maipu;-58,3764207717;-34,5986932426;bancos;
7327;Banco Ciudad De Buenos Aires Sucursal 51 - Aeroparque;-58,4107993228;-34,5579754349;bancos;
7328;Banco Ciudad De Buenos Aires Sucursal 50 - Parque Chacabuco;-58,4345862453;-34,634477608;bancos;
7329;Banco Ciudad De Buenos Aires Sucursal 47 - Alberdi;-58,5018732171;-34,6509035972;bancos;
7330;Banco Ciudad De Buenos Aires Sucursal 46 - Micro Centro;-58,3710396894;-34,6044237997;bancos;
7331;Banco Ciudad De Buenos Aires Centro Recaudador;-58,4855705721;-34,5751149452;bancos;
7332;Banco Ciudad De Buenos Aires Sucursal 25 - Las Heras;-58,4049172;-34,5833319038;bancos;
7333;Banco Ciudad De Buenos Aires Sucursal 40 - Congreso;-58,3893155519;-34,6090099465;bancos;
7334;Banco Ciudad De Buenos Aires Sucursal 42 - Pompeya;-58,4161906335;-34,6525018219;bancos;
7335;Banco Ciudad De Buenos Aires Sucursal 111 - Centro;-58,3756718437;-34,6046263209;bancos;
7336;Banco Ciudad De Buenos Aires Sucursal 16 - Parque Patricios;-58,4036150976;-34,6368449788;bancos;
7337;Banco Ciudad De Buenos Aires Sucursal 15 - Barrio Norte;-58,4034886949;-34,5942200865;bancos;
7338;Banco Ciudad De Buenos Aires Sucursal 12 - Obelisco;-58,3808185639;-34,6054988188;bancos;
7339;Banco Ciudad De Buenos Aires Anexo Centro Recaudador Carabelas;-58,3803229992;-34,6054820048;bancos;
7340;Banco Ciudad De Buenos Aires Sucursal 13 - Liniers;-58,5198145143;-34,6389009764;bancos;
7341;Banco Ciudad De Buenos Aires Sucursal 14 - Barracas;-58,3694330737;-34,638436792;bancos;
7342;Banco Ciudad De Buenos Aires Anexo Sucursal 16;-58,4011000448;-34,6363947409;bancos;
7343;Banco Ciudad De Buenos Aires Sucursal 17 - Recoleta;-58,3931670567;-34,593684562;bancos;
7344;Banco Ciudad De Buenos Aires Sucursal 24 - Lugano;-58,4637741257;-34,6857336991;bancos;
7345;Banco Ciudad De Buenos Aires Anexo Sucursal 05;-58,3857548967;-34,6015481575;bancos;
7346;Banco Ciudad De Buenos Aires Anexo Sucursal 05;-58,3853809909;-34,6021373826;bancos;
7347;Banco Ciudad De Buenos Aires Sucursal 66 - Parque Lezama;-58,3723380658;-34,6313534016;bancos;
7348;Banco Ciudad De Buenos Aires Sucursal 63 - Almagro;-58,4218542036;-34,6030023277;bancos;
7349;Banco Ciudad De Buenos Aires Sucursal 60 - Facultades;-58,4032028674;-34,598633821;bancos;
7350;Banco Ciudad De Buenos Aires Sucursal 59 - Montecastro;-58,4980490162;-34,621423122;bancos;
7351;Banco Ciudad De Buenos Aires Sucursal 58 - Consejo Profesional;-58,3881618346;-34,6002565567;bancos;
7352;Banco Ciudad De Buenos Aires Sucursal 57 - Velez Sarsfield;-58,5074781342;-34,6278040747;bancos;
7353;Banco Ciudad De Buenos Aires Sucursal 56 - Boedo;-58,4162037466;-34,6233218403;bancos;
7354;Banco Ciudad De Buenos Aires Centro Recaudador - Complejo Esmeralda;-58,3782395515;-34,6005106524;bancos;
7355;Banco Ciudad De Buenos Aires Anexo Lacroze (Ferrocarril Urquiza);-58,4551189932;-34,5869815755;bancos;
7356;Banco Ciudad De Buenos Aires Sucursal 08 - Nuñez;-58,4639816057;-34,553825869;bancos;
7357;Banco Ciudad De Buenos Aires Sucursal 09 - Balvanera;-58,4026016986;-34,6048064263;bancos;
7358;Banco Ciudad De Buenos Aires Sucursal 02 - Monserrat;-58,3804818583;-34,6121463619;bancos;
7359;Banco Ciudad De Buenos Aires Sucursal 03 - Flores;-58,467324125;-34,630234848;bancos;
7360;Banco Ciudad De Buenos Aires Sucursal 05 - Talcahuano;-58,3851337913;-34,6032898525;bancos;
7361;Banco Ciudad De Buenos Aires Atencion Personalizada Al Poder Judicial;-58,38537375;-34,6040065133;bancos;
7362;Banco Cmf Sucursal - Buenos Aires;-58,365638881;-34,6051479174;bancos;
7363;Banco Columbia Sucursal - Villa Del Parque;-58,4924187684;-34,6033045918;bancos;
7364;Banco Columbia Sucursal - Flores;-58,456503554;-34,6264974097;bancos;
7365;Banco Columbia Sucursal - Liniers;-58,5242628727;-34,6390816935;bancos;
7366;Banco Columbia Sucursal - Belgrano;-58,4586982074;-34,5595034557;bancos;
7367;Banco Columbia Casa Matriz;-58,3717244569;-34,6054973171;bancos;
7368;Banco Comafi Sucursal - Nueva Pompeya;-58,4182719433;-34,6517410883;bancos;
7369;Banco Comafi Sucursal - La Recova;-58,3824452145;-34,5897724001;bancos;
7370;Banco Comafi Sucursal - Flores;-58,4607716726;-34,6283572055;bancos;
7371;Banco Comafi Sucursal - Devoto;-58,5246333227;-34,6136111629;bancos;
7372;Banco Comafi Sucursal - Callao;-58,3930174076;-34,5941527648;bancos;
7373;Banco Comafi Sucursal - Congreso;-58,3920000356;-34,607022313;bancos;
7374;Banco Comafi Sucursal - Constitucion;-58,3785534752;-34,6270250808;bancos;
7375;Banco Comafi Sucursal - Caballito;-58,4400346263;-34,6199756609;bancos;
7376;Banco Comafi Sucursal - Botanico;-58,4204119836;-34,582207304;bancos;
7377;Banco Comafi Sucursal - Belgrano;-58,4582474748;-34,5618855267;bancos;
7378;Banco Comafi Sucursal - Casa Central;-58,376208986;-34,6066795061;bancos;
7379;Banco Comafi Sucursal - Barrio Norte;-58,4058224825;-34,5928999957;bancos;
7380;Banco Comafi Sucursal - Villa Del Parque;-58,4925459229;-34,6032557915;bancos;
7381;Banco Comafi Sucursal - Tribunales;-58,3882314434;-34,6006930551;bancos;
7382;Banco Comafi Sucursal - Retiro;-58,3763269094;-34,5986866724;bancos;
7383;Banco Comafi Sucursal - Once;-58,4042094832;-34,6063883154;bancos;
7384;Banco Comafi Sucursal - Recoleta;-58,3893766764;-34,5887200423;bancos;
7385;Banco Credicoop Cooperativo Limitado Sucursal 32 - Villa Soldati;-58,4456289555;-34,6619712954;bancos;
7386;Banco Credicoop Cooperativo Limitado Sucursal 221 - Flores Norte;-58,4711315387;-34,627612046;bancos;
7387;Banco Credicoop Cooperativo Limitado Sucursal 153 - Balvanera;-58,3979990583;-34,6044871574;bancos;
7388;Banco Credicoop Cooperativo Limitado Sucursal 65 - Flores Centro;-58,4621068087;-34,6302970307;bancos;
7389;Banco Credicoop Cooperativo Limitado Sucursal 14 - Abasto;-58,4116284658;-34,6041570218;bancos;
7390;Banco Credicoop Cooperativo Limitado Sucursal 52 - Villa Sahores;-58,4831951159;-34,6093346948;bancos;
7391;Banco Credicoop Cooperativo Limitado;-58,4037362322;-34,6101542668;bancos;
7392;Banco Credicoop Cooperativo Limitado Sucursal 241 - Almagro;-58,4229878716;-34,6030593017;bancos;
7393;Banco Credicoop Cooperativo Limitado Sucursal 11 - Colegiales;-58,4526488495;-34,5829728049;bancos;
7394;Banco Credicoop Cooperativo Limitado Sucursal 1 - Centro;-58,3725499842;-34,6022335861;bancos;
7395;Banco Credicoop Cooperativo Limitado Sucursal 22 - Villa Pueyrredon;-58,5009208397;-34,5854054546;bancos;
7396;Banco Credicoop Cooperativo Limitado Sucursal 60 - Villa Ortuzar;-58,4771986857;-34,5794452546;bancos;
7397;Banco Credicoop Cooperativo Limitado Sucursal 43 - Villa Mitre;-58,4651526388;-34,60242545;bancos;
7398;Banco Credicoop Cooperativo Limitado Sucursal 70 - Tribunales;-58,3890209871;-34,6042712582;bancos;
7399;Banco Credicoop Cooperativo Limitado Sucursal 39 - San Cristobal Norte;-58,3915689452;-34,6233252809;bancos;
7400;Banco Credicoop Cooperativo Limitado Sucursal 42 - Saavedra;-58,4892421867;-34,5550587504;bancos;
7401;Banco Credicoop Cooperativo Limitado Sucursal 174 - Puerto Madero;-58,3653240647;-34,6230301203;bancos;
7402;Banco Credicoop Cooperativo Limitado Sucursal 15 - Pompeya;-58,4225066823;-34,6431734283;bancos;
7403;Banco Credicoop Cooperativo Limitado Sucursal 218 - Plaza Lavalle;-58,3886297337;-34,599297879;bancos;
7404;Banco Credicoop Cooperativo Limitado Sucursal 173 - Plaza;-58,3801126424;-34,6001474021;bancos;
7405;Banco Credicoop Cooperativo Limitado Sucursal 31 - Paternal;-58,4517240804;-34,6002985356;bancos;
7406;Banco Credicoop Cooperativo Limitado Sucursal 4 - Parque Patricios;-58,4105902626;-34,6379059664;bancos;
7407;Banco Credicoop Cooperativo Limitado Sucursal 41 - Parque Chacabuco;-58,4257266798;-34,6320119262;bancos;
7408;Banco Credicoop Cooperativo Limitado Sucursal 26 - Once;-58,4008021092;-34,605760483;bancos;
7409;Banco Credicoop Cooperativo Limitado Sucursal 2 - Nuñez;-58,4628460649;-34,5549394289;bancos;
7410;Banco Credicoop Cooperativo Limitado Sucursal 119 - Monserrat;-58,3764906451;-34,6073477162;bancos;
7411;Banco Credicoop Cooperativo Limitado Sucursal 57 - Villa Urquiza;-58,4905837717;-34,5735267588;bancos;
7412;Banco Credicoop Cooperativo Limitado Sucursal 6 - Villa Crespo;-58,4404117881;-34,6002682306;bancos;
7413;Banco Credicoop Cooperativo Limitado Sucursal 27 - Villa Devoto;-58,5078553368;-34,6093790459;bancos;
7414;Banco Credicoop Cooperativo Limitado Sucursal 50 - Mataderos;-58,5035899561;-34,6528621641;bancos;
7415;Banco Credicoop Cooperativo Limitado Sucursal 59 - Barracas;-58,3701092446;-34,6350850428;bancos;
7416;Banco Credicoop Cooperativo Limitado Sucursal 7 - Liniers;-58,5227874232;-34,6401748444;bancos;
7417;Banco Credicoop Cooperativo Limitado Sucursal 440 - Catedral;-58,373500474;-34,6055635306;bancos;
7418;Banco Credicoop Cooperativo Limitado Sucursal 225 - Caballito;-58,4300990965;-34,6155698129;bancos;
7419;Banco Credicoop Cooperativo Limitado Sucursal 46 - Flores Sud;-58,4768645327;-34,6560411945;bancos;
7420;Banco Credicoop Cooperativo Limitado Sucursal 226 - Belgrano;-58,4515043135;-34,5666527424;bancos;
7421;Banco De Cordoba Sucursal 101 - Buenos Aires;-58,3713377698;-34,6065674113;bancos;
7422;Banco De Cordoba Sucursal 101 - Buenos Aires;-58,3713377698;-34,6065674113;bancos;
7423;Banco De Corrientes Sucursal 15 - Buenos Aires;-58,3737735238;-34,6040707019;bancos;
7424;Banco De Credito Y Securitizacion Sucursal - Casa Central;-58,3725017423;-34,6067140426;bancos;
7425;Banco De Inversion Y Comercio Exterior Sucursal - Sede Central;-58,3712424476;-34,6016267943;bancos;
7426;Banco De La Nacion Argentina Sucursal - Avda. De Los Constituyentes;-58,4999672223;-34,5757683587;bancos;
7427;Banco De La Nacion Argentina Sucursal - Aduana;-58,367924309;-34,6116596178;bancos;
7428;Banco De La Nacion Argentina Sucursal - Monte Castro;-58,511481573;-34,6241850229;bancos;
7429;Banco De La Nacion Argentina Sucursal - Nueva Chicago;-58,508163094;-34,6563796298;bancos;
7430;Banco De La Nacion Argentina Sucursal - Liniers;-58,5204922893;-34,6390738852;bancos;
7431;Banco De La Nacion Argentina Sucursal - Boca Del Riachuelo;-58,3593946143;-34,6346533465;bancos;
7432;Banco De La Nacion Argentina Sucursal - Afip - Gc - Nacionales (Pers. Fisicas);-58,3721363781;-34,6095216674;bancos;
7433;Banco De La Nacion Argentina Sucursal - Monroe;-58,4716503175;-34,5658237845;bancos;
7434;Banco De La Nacion Argentina Sucursal - Gral. Mosconi;-58,5114012978;-34,5918570115;bancos;
7435;Banco De La Nacion Argentina Sucursal - Villa Crespo;-58,4407408477;-34,5979446331;bancos;
7436;Banco De La Nacion Argentina Sucursal - Tribunales;-58,3868794327;-34,6028542939;bancos;
7437;Banco De La Nacion Argentina Sucursal - Lavalle (Cap. Fed.);-58,3749922338;-34,6021750137;bancos;
7438;Banco De La Nacion Argentina Sucursal - I.A.F.;-58,3823890001;-34,6016202834;bancos;
7439;Banco De La Nacion Argentina Sucursal - Florida;-58,3714791292;-34,6065784582;bancos;
7440;Banco De La Nacion Argentina Sucursal - Avda. Cordoba;-58,431754659;-34,5930705499;bancos;
7441;Banco De La Nacion Argentina Sucursal - Federico Lacroze;-58,4530251111;-34,5863477872;bancos;
7442;Banco De La Nacion Argentina Sucursal - Caballito;-58,4388411411;-34,6192674499;bancos;
7443;Banco De La Nacion Argentina Sucursal - Avda. Gaona;-58,4533597179;-34,6113694238;bancos;
7444;Banco De La Nacion Argentina Sucursal - Avda. La Plata;-58,4274807072;-34,624200974;bancos;
7445;Banco De La Nacion Argentina Sucursal - Belgrano;-58,4551071328;-34,564065688;bancos;
7446;Banco De La Nacion Argentina Sucursal - Barracas;-58,3732425205;-34,6465828016;bancos;
7447;Banco De La Nacion Argentina Sucursal - Avda. Martin Garcia;-58,375097065;-34,6342311906;bancos;
7448;Banco De La Nacion Argentina Sucursal - Plaza Miserere;-58,4068653052;-34,6102637678;bancos;
7449;Banco De La Nacion Argentina Sucursal - Balvanera;-58,3975385476;-34,604639563;bancos;
7450;Banco De La Nacion Argentina Sucursal - Avda. Pueyrredon;-58,3979745458;-34,5877516171;bancos;
7451;Banco De La Nacion Argentina Sucursal - Abasto;-58,4120322914;-34,6041728444;bancos;
7452;Banco De La Nacion Argentina Sucursal - Bulnes;-58,4187916676;-34,6111253173;bancos;
7453;Banco De La Nacion Argentina Sucursal - Boedo;-58,4164012523;-34,6208827644;bancos;
7454;Banco De La Nacion Argentina Sucursal - Almagro;-58,4253195154;-34,6027414559;bancos;
7455;Banco De La Nacion Argentina Sucursal - Encomiendas Postales Internac.;-58,3707048934;-34,5900034651;bancos;
7456;Banco De La Nacion Argentina Sucursal - Avda. De Mayo;-58,3867317126;-34,6094955137;bancos;
7457;Banco De La Nacion Argentina Sucursal - Nueva Pompeya;-58,4190869853;-34,651247024;bancos;
7458;Banco De La Nacion Argentina Sucursal - Cabildo;-58,4628426918;-34,5554066978;bancos;
7459;Banco De La Nacion Argentina Sucursal - Avda. Corrientes;-58,3718723988;-34,603024172;bancos;
7460;Banco De La Nacion Argentina Sucursal - Carlos Pellegrini (Cap. Fed.);-58,3812743196;-34,598004761;bancos;
7461;Banco De La Nacion Argentina Sucursal - Catalinas;-58,3741974161;-34,5942080397;bancos;
7462;Banco De La Nacion Argentina Sucursal - Avda. Alvear;-58,3896703677;-34,587443562;bancos;
7463;Banco De La Nacion Argentina Sucursal  - Navibanco (Edif. Libertad);-58,3689267677;-34,5885190376;bancos;
7464;Banco De La Nacion Argentina Sucursal - Paternal;-58,4617295658;-34,6037685868;bancos;
7465;Banco De La Nacion Argentina Sucursal - Plaza San Martin;-58,3742480455;-34,5969983491;bancos;
7466;Banco De La Nacion Argentina Sucursal - Saavedra;-58,4704503183;-34,5470420565;bancos;
7467;Banco De La Nacion Argentina Sucursal - San Cristobal (C.F.);-58,4051117288;-34,624057704;bancos;
7468;Banco De La Nacion Argentina Sucursal - Casa Central;-58,3715987875;-34,6066497045;bancos;
7469;Banco De La Nacion Argentina Sucursal - Floresta;-58,4865484393;-34,6348469283;bancos;
7470;Banco De La Nacion Argentina Sucursal - Warnes;-58,4549195558;-34,5981037269;bancos;
7471;Banco De La Nacion Argentina Sucursal - Cuenca;-58,4943530501;-34,6025289027;bancos;
7472;Banco De La Nacion Argentina Sucursal - Villa Del Parque;-58,4913532439;-34,6061319016;bancos;
7473;Banco De La Nacion Argentina Sucursal - Villa Devoto;-58,5243513255;-34,613601773;bancos;
7474;Banco De La Nacion Argentina Sucursal - Villa Lugano;-58,4760764773;-34,6765912039;bancos;
7475;Banco De La Nacion Argentina Sucursal - Villa Luro;-58,508098654;-34,6386655269;bancos;
7476;Banco De La Nacion Argentina Sucursal - Villa Ortuzar;-58,4692301337;-34,5786915343;bancos;
7477;Banco De La Nacion Argentina Sucursal - Nazca;-58,4808461785;-34,6122906564;bancos;
7478;Banco De La Nacion Argentina Sucursal - Gral. Urquiza;-58,4875570955;-34,5734929815;bancos;
